first,last,team,year,games_played,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,fg_pct,fg3_pct,ft_pct
Chris,Webber,SAC,1999,75,38:24:00,9.97,20.64,0.36,1.27,4.15,5.52,2.52,7.97,10.49,4.6,1.6,1.71,2.91,3.52,24.45,0.483,0.284,0.751
John,Stockton,UTA,1999,82,29:39:00,4.43,8.84,0.52,1.48,2.7,3.13,0.55,2.07,2.62,8.57,1.74,0.18,2.18,2.34,12.07,0.501,0.355,0.86
Michael,Finley,DAL,1999,82,42:15:00,9.12,19.95,1.21,3.01,3.17,3.87,1.49,4.83,6.32,5.34,1.33,0.39,2.39,2.09,22.62,0.457,0.401,0.82
David,Robinson,SAS,1999,80,31:57:00,6.6,12.89,0,0.03,4.64,6.39,2.41,7.21,9.63,1.78,1.21,2.29,2.05,3.09,17.84,0.512,0,0.726
Karl,Malone,UTA,1999,82,35:55:00,9.17,18,0.02,0.1,7.18,9.01,2.06,7.44,9.5,3.71,0.96,0.87,2.82,2.79,25.55,0.509,0.25,0.797
Allen,Iverson,PHI,1999,70,40:48:00,10.41,24.76,1.27,3.73,6.31,8.86,1.01,2.8,3.81,4.69,2.06,0.07,3.29,2.31,28.41,0.421,0.341,0.713
Vince,Carter,TOR,1999,82,38:08:00,9.61,20.68,1.16,2.88,5.32,6.72,1.83,3.98,5.8,3.93,1.34,1.12,2.17,3.21,25.7,0.465,0.403,0.791
Alonzo,Mourning,MIA,1999,79,34:44:00,8.25,14.99,0,0.05,5.24,7.37,2.72,6.81,9.53,1.56,0.51,3.72,2.75,3.9,21.75,0.551,0,0.711
Eddie,Jones,CHH,1999,72,38:54:00,6.64,15.54,1.78,4.74,5.03,5.82,1.13,3.64,4.76,4.24,2.67,0.68,2.22,2.44,20.08,0.427,0.375,0.864
Grant,Hill,DET,1999,74,37:30:00,9.41,19.22,0.46,1.32,6.49,8.16,1.31,5.31,6.62,5.2,1.39,0.58,3.24,2.57,25.76,0.489,0.347,0.795
Reggie,Miller,IND,1999,81,36:56:00,5.75,12.85,2.04,4.99,4.6,5.01,0.62,2.33,2.95,2.31,1.05,0.31,1.59,1.56,18.15,0.448,0.408,0.919
Allan,Houston,NYK,1999,82,38:38:00,7.49,15.5,1.29,2.96,3.41,4.07,0.46,2.84,3.3,2.73,0.79,0.17,2.27,2.67,19.68,0.483,0.436,0.838
Ray,Allen,MIL,1999,82,37:27:00,7.83,17.21,2.1,4.96,4.3,4.85,1.01,3.37,4.38,3.76,1.34,0.23,2.23,2.28,22.06,0.455,0.423,0.887
Glenn,Robinson,MIL,1999,81,35:57:00,8.52,18.04,1.06,2.93,2.8,3.49,1.32,4.67,5.99,2.38,0.96,0.51,2.75,2.62,20.9,0.472,0.363,0.802
Dikembe,Mutombo,ATL,1999,82,36:24:00,3.93,6.99,0,0,3.63,5.13,3.71,10.4,14.11,1.28,0.33,3.28,2.12,3.02,11.49,0.562,0,0.708
Jerry,Stackhouse,DET,1999,82,38:23:00,7.55,17.65,1.01,3.51,7.54,9.24,1.44,2.4,3.84,4.45,1.26,0.44,3.79,2.29,23.65,0.428,0.288,0.815
Dale,Davis,IND,1999,74,28:47:00,4.08,8.14,0,0,1.88,2.74,3.46,6.39,9.85,0.86,0.7,1.27,1.23,2.74,10.04,0.502,0,0.685
Allen,Iverson,PHI,2000,71,41:54:00,10.73,25.54,1.38,4.31,8.24,10.13,0.7,3.14,3.85,4.58,2.51,0.28,3.34,2.07,31.08,0.42,0.32,0.814
Vince,Carter,TOR,2000,75,39:44:00,10.16,22.08,2.16,5.29,5.12,6.69,2.35,3.2,5.55,3.88,1.52,1.09,2.23,2.73,27.6,0.46,0.408,0.765
Tracy,McGrady,ORL,2000,77,40:10:00,10.23,22.39,0.77,2.16,5.58,7.62,2.49,5.04,7.53,4.57,1.51,1.53,2.57,2.08,26.82,0.457,0.355,0.733
Antonio,Davis,TOR,2000,78,34:59:00,4.81,11.1,0,0.01,4.09,5.42,3.51,6.58,10.09,1.36,0.28,1.94,1.73,2.95,13.71,0.433,0,0.754
Anthony,Mason,MIA,2000,80,40:42:00,5.75,11.93,0,0,4.63,5.93,2.11,7.51,9.63,3.1,1,0.31,2.24,2.89,16.13,0.482,0,0.781
Dikembe,Mutombo,ATL,2000,75,34:35:00,3.59,7.41,0,0,2.81,3.88,4.09,9.44,13.53,1.01,0.39,2.71,1.92,2.72,9.99,0.484,0,0.725
Ray,Allen,MIL,2000,82,38:11:00,7.66,15.96,2.46,5.7,4.24,4.78,1.23,3.99,5.22,4.56,1.51,0.24,2.49,2.34,22.02,0.48,0.433,0.888
Stephon,Marbury,NJN,2000,67,38:11:00,8.4,19.06,1.64,5,5.4,6.84,0.79,2.27,3.06,7.55,1.18,0.07,2.94,2.24,23.85,0.441,0.328,0.79
Glenn,Robinson,MIL,2000,76,36:58:00,9,19.21,0.72,2.42,3.3,4.03,1.63,5.29,6.92,3.32,1.13,0.82,2.88,2.51,22.03,0.468,0.299,0.82
Latrell,Sprewell,NYK,2000,77,39:07:00,6.81,15.83,0.53,1.75,3.57,4.56,0.64,3.87,4.51,3.49,1.38,0.36,2.83,2.06,17.71,0.43,0.304,0.783
Jerry,Stackhouse,DET,2000,80,40:08:00,9.68,24.09,2.08,5.91,8.33,10.13,1.24,2.7,3.94,5.13,1.21,0.68,4.08,2,29.75,0.402,0.351,0.822
Allan,Houston,NYK,2000,78,36:38:00,6.95,15.49,1.23,3.23,3.58,3.94,0.26,3.37,3.63,2.22,0.67,0.13,2.06,2.44,18.71,0.449,0.381,0.909
Kobe,Bryant,LAL,2000,68,41:01:00,10.31,22.21,0.9,2.94,6.99,8.19,1.53,4.34,5.87,4.97,1.68,0.63,3.24,3.26,28.5,0.464,0.305,0.853
Jason,Kidd,PHO,2000,77,39:49:00,5.86,14.25,0.9,3.01,4.26,5.23,1.18,5.23,6.42,9.78,2.16,0.3,3.71,2.22,16.87,0.411,0.297,0.814
Chris,Webber,SAC,2000,70,40:28:00,11.23,23.36,0.03,0.4,4.63,6.59,2.56,8.54,11.1,4.2,1.33,1.69,2.79,3.23,27.11,0.481,0.071,0.703
Tim,Duncan,SAS,2000,82,38:42:00,8.56,17.15,0.09,0.33,4.99,8.07,3.16,9,12.16,2.99,0.85,2.34,2.95,3.01,22.2,0.499,0.259,0.618
Kevin,Garnett,MIN,2000,81,39:33:00,8.69,18.21,0.23,0.81,4.41,5.77,2.7,8.67,11.37,4.95,1.37,1.79,2.84,2.52,22.02,0.477,0.288,0.764
Rasheed,Wallace,POR,2000,77,38:14:00,7.66,15.3,0.68,2.1,3.18,4.16,1.91,5.91,7.82,2.75,1.17,1.75,2.05,2.68,19.18,0.501,0.321,0.766
Michael,Finley,DAL,2000,82,41:58:00,8.67,18.93,1.11,3.21,3.07,3.96,1.33,3.85,5.18,4.39,1.44,0.39,2.32,2.12,21.52,0.458,0.346,0.775
Gary,Payton,SEA,2000,79,41:04:00,9.18,20.14,1.29,3.44,3.43,4.48,0.92,3.65,4.57,8.13,1.61,0.33,2.65,2.33,23.08,0.456,0.375,0.766
Antonio,McDyess,DEN,2000,70,36:30:00,8.24,16.64,0,0,4.34,6.2,3.43,8.64,12.07,2.09,0.61,1.46,2.31,3.14,20.83,0.495,0,0.7
David,Robinson,SAS,2000,80,29:38:00,5,10.29,0,0.01,4.39,5.88,2.6,6.04,8.64,1.45,1,2.46,1.53,2.65,14.39,0.486,0,0.747
Vlade,Divac,SAC,2000,81,29:55:00,4.49,9.32,0.05,0.17,2.99,4.32,2.56,5.75,8.31,2.85,1.07,1.15,2.37,2.99,12.02,0.482,0.286,0.691
Karl,Malone,UTA,2000,81,35:40:00,8.27,16.6,0.02,0.06,6.62,8.35,1.41,6.85,8.26,4.46,1.15,0.77,3.01,2.67,23.19,0.498,0.4,0.793
Kobe,Bryant,LAL,2001,80,38:18:00,9.36,19.96,0.41,1.65,6.1,7.36,1.4,4.11,5.51,5.48,1.48,0.44,2.79,2.85,25.24,0.469,0.25,0.829
Tim,Duncan,SAS,2001,82,40:37:00,9.32,18.34,0.01,0.12,6.83,8.55,3.27,9.44,12.71,3.74,0.74,2.48,3.21,2.65,25.48,0.508,0.1,0.799
Kevin,Garnett,MIN,2001,81,39:09:00,8.14,17.3,0.46,1.43,4.43,5.53,3,9.11,12.11,5.21,1.19,1.56,2.83,2.27,21.16,0.47,0.319,0.801
Chris,Webber,SAC,2001,54,38:21:00,9.85,19.91,0.09,0.35,4.69,6.26,2.78,7.33,10.11,4.78,1.67,1.41,2.93,3.35,24.48,0.495,0.263,0.749
Steve,Francis,HOU,2001,57,41:03:00,7.37,17.67,1.19,3.68,5.72,7.4,1.79,5.25,7.04,6.35,1.25,0.44,3.88,3.02,21.65,0.417,0.324,0.773
Dirk,Nowitzki,DAL,2001,76,38:01:00,7.89,16.55,1.83,4.61,5.79,6.79,1.58,8.36,9.93,2.45,1.09,1.01,1.91,2.92,23.41,0.477,0.397,0.853
Steve,Nash,DAL,2001,82,34:35:00,6.4,13.27,1.9,4.18,3.17,3.57,0.61,2.49,3.1,7.73,0.65,0.05,2.79,2,17.88,0.483,0.455,0.887
Gary,Payton,SEA,2001,82,40:12:00,8.99,19.24,0.9,2.88,3.26,4.09,0.98,3.85,4.83,8.99,1.6,0.32,2.55,2.18,22.13,0.467,0.314,0.797
Elton,Brand,LAC,2001,80,37:45:00,6.65,12.63,0,0,4.86,6.55,4.95,6.61,11.56,2.39,1,2.04,2.16,3.18,18.16,0.527,0,0.742
Peja,Stojakovic,SAC,2001,71,37:18:00,7.7,15.92,1.82,4.37,3.99,4.55,1.01,4.24,5.25,2.46,1.14,0.2,1.97,1.69,21.21,0.484,0.416,0.876
Wally,Szczerbiak,MIN,2001,82,38:03:00,7.43,14.63,1.06,2.33,2.76,3.32,1.46,3.3,4.77,3.13,0.8,0.26,2.21,2.29,18.67,0.508,0.455,0.831
Allen,Iverson,PHI,2001,60,43:44:00,11.08,27.82,1.3,4.47,7.92,9.75,0.73,3.75,4.48,5.52,2.8,0.22,3.95,1.7,31.38,0.398,0.291,0.812
Michael,Jordan,WAS,2001,60,34:48:00,9.18,22.07,0.17,0.88,4.38,5.55,0.83,4.82,5.65,5.17,1.42,0.43,2.7,1.98,22.92,0.416,0.189,0.79
Dikembe,Mutombo,PHI,2001,80,36:19:00,4.01,8.01,0,0,3.48,4.55,3.18,7.61,10.79,1.04,0.36,2.38,1.95,3.03,11.5,0.501,0,0.764
Jason,Kidd,NJN,2001,82,37:15:00,5.43,13.88,1.43,4.44,2.45,3.01,1.59,5.67,7.26,9.85,2.13,0.24,3.49,1.66,14.73,0.391,0.321,0.814
Antoine,Walker,BOS,2001,81,42:04:00,8.22,20.85,2.74,7.96,2.96,4,1.85,6.96,8.81,5.02,1.51,0.47,3.1,2.93,22.15,0.394,0.344,0.741
Ray,Allen,MIL,2001,69,36:35:00,7.68,16.64,3.32,7.65,3.1,3.55,1.17,3.35,4.52,3.93,1.28,0.26,2.3,2.28,21.78,0.462,0.434,0.873
Tracy,McGrady,ORL,2001,76,38:16:00,9.41,20.87,1.36,3.72,5.46,7.3,1.97,5.88,7.86,5.26,1.57,0.96,2.49,1.83,25.63,0.451,0.364,0.748
Paul,Pierce,BOS,2001,82,40:14:00,8.62,19.49,2.56,6.34,6.34,7.84,0.99,5.91,6.9,3.18,1.88,1.05,2.94,2.89,26.15,0.442,0.404,0.809
Shareef,Abdur-Rahim,ATL,2001,77,38:41:00,7.77,16.84,0.27,0.91,5.44,6.79,2.57,6.47,9.04,3.1,1.27,1.05,3.25,2.78,21.25,0.461,0.3,0.801
Jermaine,O'Neal,IND,2001,72,37:35:00,7.54,15.74,0.01,0.19,3.94,5.74,2.61,7.9,10.51,1.64,0.63,2.31,2.42,3.74,19.04,0.479,0.071,0.688
Alonzo,Mourning,MIA,2001,75,32:42:00,5.96,11.55,0.01,0.04,3.77,5.75,2.43,6,8.43,1.16,0.36,2.48,2.43,3.44,15.71,0.516,0.333,0.657
Baron,Davis,CHH,2001,82,40:28:00,6.82,16.35,2.07,5.83,2.39,4.12,1.13,3.12,4.26,8.51,2.1,0.57,3,2.94,18.1,0.417,0.356,0.58
Kevin,Garnett,MIN,2002,82,40:30:00,9.06,18.06,0.24,0.87,4.6,6.12,2.98,10.46,13.44,6.04,1.38,1.57,2.79,2.43,22.96,0.502,0.282,0.751
Tim,Duncan,SAS,2002,81,39:19:00,8.81,17.19,0.07,0.27,5.56,7.83,3.2,9.68,12.88,3.9,0.68,2.93,3.06,2.85,23.26,0.513,0.273,0.71
Kobe,Bryant,LAL,2002,82,41:30:00,10.59,23.46,1.51,3.95,7.33,8.7,1.29,5.59,6.88,5.87,2.21,0.82,3.51,2.66,30.01,0.451,0.383,0.843
Steve,Francis,HOU,2002,81,41:00:00,7.05,16.2,1.05,2.96,5.88,7.35,1.96,4.2,6.16,6.2,1.74,0.51,3.69,3.1,21.02,0.435,0.354,0.8
Yao,Ming,HOU,2002,82,29:02:00,4.89,9.82,0.01,0.02,3.67,4.52,2.39,5.84,8.23,1.67,0.38,1.79,2.11,2.8,13.46,0.498,0.5,0.811
Shaquille,O'Neal,LAL,2002,67,37:47:00,10.37,18.07,0,0,6.73,10.82,3.87,7.21,11.07,3.07,0.57,2.37,2.93,3.42,27.48,0.574,0,0.622
Shawn,Marion,PHO,2002,81,41:40:00,8.17,18.1,1.74,4.49,3.1,3.64,2.46,7.09,9.54,2.44,2.28,1.17,1.94,2.57,21.19,0.452,0.387,0.851
Dirk,Nowitzki,DAL,2002,80,39:00:00,8.63,18.61,1.85,4.88,6.04,6.85,1.01,8.88,9.89,2.99,1.39,1.03,1.9,2.58,25.14,0.463,0.379,0.881
Steve,Nash,DAL,2002,82,33:05:00,6.32,13.59,1.35,3.28,3.76,4.13,0.77,2.09,2.85,7.29,1.04,0.07,2.34,1.63,17.74,0.465,0.413,0.909
Gary,Payton,SEA,2002,80,40:06:00,8.31,18.33,0.68,2.28,3.13,4.4,0.99,3.19,4.18,8.29,1.66,0.25,2.34,2.26,20.43,0.454,0.297,0.71
Stephon,Marbury,PHO,2002,81,40:05:00,8.28,18.89,1.1,3.65,4.63,5.77,0.65,2.59,3.25,8.07,1.33,0.25,3.25,2.47,22.3,0.439,0.301,0.803
Peja,Stojakovic,SAC,2002,72,34:03:00,6.9,14.36,2.15,5.64,3.21,3.67,0.85,4.67,5.51,1.96,1,0.07,1.4,1.99,19.17,0.481,0.382,0.875
Allen,Iverson,PHI,2002,82,42:29:00,9.8,23.66,1.02,3.7,6.95,8.98,0.83,3.37,4.2,5.54,2.74,0.16,3.49,1.82,27.59,0.414,0.277,0.774
Tracy,McGrady,ORL,2002,75,39:19:00,11.05,24.17,2.31,5.97,7.68,9.68,1.61,4.89,6.51,5.48,1.65,0.79,2.6,2.08,32.09,0.457,0.386,0.793
Michael,Jordan,WAS,2002,82,36:58:00,8.28,18.62,0.2,0.67,3.24,3.95,0.87,5.2,6.06,3.79,1.5,0.48,2.11,2.09,20,0.445,0.291,0.821
Jermaine,O'Neal,IND,2002,77,37:10:00,7.92,16.36,0.09,0.27,4.84,6.62,2.62,7.71,10.34,2.01,0.86,2.31,2.34,3.6,20.78,0.484,0.333,0.731
Ben,Wallace,DET,2002,73,39:18:00,2.88,5.99,0.01,0.08,1.16,2.59,4.01,11.41,15.42,1.64,1.42,3.15,1.21,2.45,6.93,0.481,0.167,0.45
Jason,Kidd,NJN,2002,80,37:21:00,6.44,15.55,1.58,4.63,4.24,5.04,1.38,4.93,6.3,8.89,2.24,0.31,3.7,1.59,18.69,0.414,0.341,0.841
Vince,Carter,TOR,2002,43,34:12:00,8.26,17.67,1.05,3.05,3,3.72,1.37,3,4.37,3.33,1.12,0.95,1.72,2.81,20.56,0.467,0.344,0.806
Paul,Pierce,BOS,2002,79,39:11:00,8.39,20.15,1.49,4.95,7.65,9.53,1.34,5.97,7.32,4.42,1.76,0.78,3.65,2.87,25.92,0.416,0.302,0.802
Brad,Miller,IND,2002,73,31:05:00,4.51,9.14,0.07,0.22,4,4.89,2.53,5.73,8.26,2.64,0.89,0.59,1.62,2.78,13.08,0.493,0.313,0.818
Jamal,Mashburn,NOH,2002,82,40:32:00,8.17,19.34,1.45,3.73,3.82,4.5,0.8,5.27,6.07,5.63,1.01,0.21,2.8,2.39,21.61,0.422,0.389,0.848
Antoine,Walker,BOS,2002,78,41:29:00,7.73,19.92,2.41,7.46,2.26,3.67,1.27,5.95,7.22,4.78,1.49,0.4,3.33,2.83,20.13,0.388,0.323,0.615
Zydrunas,Ilgauskas,CLE,2002,81,30:02:00,6.11,13.85,0,0.06,4.94,6.32,2.96,4.58,7.54,1.57,0.69,1.88,2.59,3.38,17.16,0.441,0,0.781
Kobe,Bryant,LAL,2003,65,37:39:00,7.94,18.12,1.09,3.34,6.98,8.2,1.58,3.94,5.52,5.08,1.72,0.43,2.63,2.71,23.95,0.438,0.327,0.852
Kevin,Garnett,MIN,2003,82,39:25:00,9.8,19.65,0.13,0.52,4.49,5.67,2.99,10.9,13.89,4.99,1.46,2.17,2.59,2.46,24.23,0.499,0.256,0.791
Tim,Duncan,SAS,2003,69,36:36:00,8.58,17.12,0.03,0.17,5.1,8.52,3.29,9.16,12.45,3.09,0.9,2.68,2.65,2.38,22.29,0.501,0.167,0.599
Steve,Francis,HOU,2003,79,40:28:00,5.7,14.14,0.92,3.16,4.27,5.51,1.47,4.01,5.48,6.24,1.76,0.44,3.72,3.25,16.58,0.403,0.292,0.775
Yao,Ming,HOU,2003,82,32:51:00,6.52,12.5,0,0.02,4.4,5.44,2.4,6.56,8.96,1.49,0.27,1.9,2.49,3.33,17.45,0.522,0,0.809
Ray,Allen,SEA,2003,56,38:28:00,7.98,18.16,2.64,6.75,4.38,4.84,1.23,3.88,5.11,4.79,1.27,0.2,2.79,2.36,22.98,0.44,0.392,0.904
Shaquille,O'Neal,LAL,2003,67,36:43:00,8.27,14.15,0,0,4.94,10.09,3.67,7.81,11.48,2.93,0.51,2.48,2.91,3.36,21.48,0.584,0,0.49
Sam,Cassell,MIN,2003,81,35:05:00,7.65,15.68,0.91,2.3,3.57,4.09,0.54,2.8,3.35,7.31,1.26,0.22,2.72,3.05,19.79,0.488,0.398,0.873
Peja,Stojakovic,SAC,2003,81,40:19:00,8.21,17.11,2.96,6.84,4.86,5.25,1.12,5.15,6.27,2.14,1.33,0.17,1.89,1.96,24.25,0.48,0.433,0.927
Dirk,Nowitzki,DAL,2003,77,37:55:00,7.86,17.01,1.29,3.77,4.82,5.49,1.17,7.53,8.7,2.69,1.19,1.35,1.75,2.81,21.82,0.462,0.341,0.877
Andrei,Kirilenko,UTA,2003,78,37:13:00,5.28,11.94,0.87,2.58,5.03,6.36,2.9,5.17,8.06,3.13,1.92,2.76,2.76,2.23,16.46,0.443,0.338,0.79
Brad,Miller,SAC,2003,72,36:25:00,5.18,10.15,0.17,0.53,3.56,4.57,2.65,7.67,10.32,4.33,0.94,1.19,2,3.43,14.08,0.51,0.316,0.778
Jermaine,O'Neal,IND,2003,78,35:47:00,7.79,17.95,0.03,0.23,4.46,5.9,2.47,7.5,9.97,2.1,0.76,2.55,2.32,3.18,20.08,0.434,0.111,0.757
Allen,Iverson,PHI,2003,48,42:39:00,9.06,23.44,1.19,4.15,7.06,9.48,0.71,3,3.71,6.75,2.4,0.1,4.35,1.81,26.38,0.387,0.286,0.745
Ben,Wallace,DET,2003,81,37:44:00,3.89,9.23,0.01,0.1,1.75,3.58,4,8.42,12.42,1.7,1.77,3.04,1.52,2,9.54,0.421,0.125,0.49
Tracy,McGrady,ORL,2003,67,40:07:00,9.75,23.37,2.6,7.66,5.94,7.46,1.42,4.58,6,5.52,1.39,0.63,2.67,1.93,28.03,0.417,0.339,0.796
Vince,Carter,TOR,2003,73,38:10:00,8.33,19.96,1.27,3.33,4.6,5.71,1.3,3.48,4.78,4.77,1.21,0.89,3.05,2.9,22.53,0.417,0.383,0.806
Kenyon,Martin,NJN,2003,65,34:41:00,6.75,13.85,0.11,0.38,3.09,4.52,2.05,7.45,9.49,2.46,1.46,1.26,2.58,3.54,16.71,0.488,0.28,0.684
Jason,Kidd,NJN,2003,67,36:42:00,5.49,14.31,1.4,4.37,3.07,3.72,1.27,5.12,6.39,9.22,1.82,0.21,3.19,1.64,15.46,0.384,0.321,0.827
Jamaal,Magloire,NOH,2003,82,33:55:00,4.67,9.87,0,0.01,4.3,5.73,3.27,7.06,10.33,1.05,0.52,1.23,2.45,3.39,13.65,0.473,0,0.751
Metta,World Peace,IND,2003,73,37:12:00,6.41,15.23,1.03,3.32,4.41,6.01,1.37,3.9,5.27,3.73,2.08,0.68,2.77,2.66,18.26,0.421,0.31,0.733
Baron,Davis,NOH,2003,67,40:06:00,8.27,20.93,2.79,8.69,3.54,5.25,0.99,3.3,4.28,7.48,2.36,0.4,3.21,2.66,22.87,0.395,0.321,0.673
Michael,Redd,MIL,2003,82,36:47:00,7.72,17.55,1.55,4.43,4.67,5.38,1.44,3.52,4.96,2.26,0.99,0.07,1.41,1.85,21.66,0.44,0.35,0.868
Paul,Pierce,BOS,2003,80,38:44:00,7.53,18.71,1.44,4.8,6.46,7.89,0.86,5.66,6.53,5.13,1.64,0.65,3.79,2.93,22.95,0.402,0.299,0.819
Allen,Iverson,PHI,2004,75,42:20:00,10.28,24.24,1.39,4.51,8.75,10.48,0.68,3.31,3.99,7.95,2.4,0.12,4.59,1.87,30.69,0.424,0.308,0.835
LeBron,James,CLE,2004,80,42:17:00,9.94,21.05,1.35,3.85,5.96,7.95,1.39,5.96,7.35,7.21,2.21,0.65,3.28,1.83,27.19,0.472,0.351,0.75
Shaquille,O'Neal,MIA,2004,73,34:06:00,9.01,15,0,0,4.84,10.48,3.47,6.95,10.41,2.74,0.49,2.34,2.78,3.59,22.86,0.601,0,0.461
Vince,Carter,NJN,2004,77,36:51:00,9.04,20.01,1.65,4.06,4.77,5.97,1.38,3.83,5.21,4.25,1.42,0.62,2.18,3.16,24.49,0.452,0.406,0.798
Grant,Hill,ORL,2004,67,34:52:00,7.72,15.15,0.04,0.19,4.18,5.09,1.15,3.6,4.75,3.28,1.45,0.42,2.4,2.15,19.66,0.509,0.231,0.821
Dwyane,Wade,MIA,2004,77,38:39:00,8.18,17.12,0.17,0.58,7.55,9.9,1.43,3.73,5.16,6.75,1.57,1.06,4.17,2.99,24.08,0.478,0.289,0.762
Jermaine,O'Neal,IND,2004,44,34:48:00,8.77,19.41,0.02,0.14,6.7,8.89,1.93,6.89,8.82,1.86,0.57,2,2.98,3.93,24.27,0.452,0.167,0.754
Zydrunas,Ilgauskas,CLE,2004,78,33:33:00,5.87,12.55,0.03,0.09,5.15,6.45,3.83,4.78,8.62,1.28,0.68,2.12,2.45,4.01,16.92,0.468,0.286,0.799
Paul,Pierce,BOS,2004,82,36:06:00,6.78,14.91,1.32,3.56,6.7,8.15,0.95,5.62,6.57,4.24,1.62,0.48,2.8,3.11,21.57,0.455,0.37,0.822
Gilbert,Arenas,WAS,2004,80,40:59:00,8.2,19.04,2.56,7.03,6.51,8,1.04,3.69,4.73,5.14,1.74,0.29,3.03,3.06,25.48,0.431,0.365,0.814
Ben,Wallace,DET,2004,74,36:06:00,3.99,8.8,0.01,0.12,1.76,4.11,3.95,8.24,12.19,1.66,1.43,2.38,1.11,2.15,9.74,0.453,0.111,0.428
Antawn,Jamison,WAS,2004,68,38:20:00,7.63,17.49,1.04,3.06,3.31,4.35,2.35,5.28,7.63,2.26,0.81,0.24,1.74,2.22,19.62,0.437,0.341,0.76
Kobe,Bryant,LAL,2004,66,40:44:00,8.68,20.06,1.98,5.86,8.21,10.06,1.44,4.5,5.94,6.03,1.3,0.8,4.09,2.64,27.56,0.433,0.339,0.816
Tracy,McGrady,HOU,2004,78,40:53:00,9.17,21.28,1.82,5.58,5.53,7.14,0.91,5.29,6.21,5.74,1.73,0.67,2.58,2.14,25.68,0.431,0.326,0.774
Yao,Ming,HOU,2004,80,30:35:00,6.73,12.19,0,0,4.86,6.21,2.6,5.76,8.36,0.76,0.43,2,2.45,3.73,18.31,0.552,0,0.783
Tim,Duncan,SAS,2004,66,33:22:00,7.83,15.79,0.05,0.14,4.62,6.89,3.06,8.03,11.09,2.71,0.68,2.64,1.92,2.18,20.33,0.496,0.333,0.67
Kevin,Garnett,MIN,2004,82,38:03:00,8.33,16.59,0.07,0.3,5.43,6.7,3.01,10.5,13.51,5.68,1.48,1.37,2.71,2.52,22.16,0.502,0.24,0.811
Ray,Allen,SEA,2004,78,39:20:00,8.21,19.15,2.68,7.13,4.85,5.49,1.01,3.44,4.45,3.71,1.08,0.06,2.19,2.14,23.94,0.428,0.376,0.883
Manu,Ginobili,SAS,2004,74,29:44:00,4.96,10.54,1.31,3.49,4.8,5.97,1.01,3.43,4.45,3.89,1.61,0.36,2.32,2.57,16.03,0.471,0.376,0.803
Dirk,Nowitzki,DAL,2004,78,38:48:00,8.5,18.53,1.17,2.92,7.88,9.08,1.23,8.47,9.71,3.08,1.24,1.53,2.26,2.81,26.05,0.459,0.399,0.869
Amar'e,Stoudemire,PHO,2004,80,36:04:00,9.34,16.7,0.04,0.2,7.29,9.94,2.74,6.18,8.91,1.64,0.96,1.63,2.36,3.48,26,0.559,0.187,0.733
Steve,Nash,PHO,2004,75,34:16:00,5.73,11.43,1.25,2.91,2.81,3.17,0.76,2.56,3.32,11.48,0.99,0.08,3.27,1.81,15.53,0.502,0.431,0.887
Shawn,Marion,PHO,2004,81,38:51:00,7.57,15.91,1.41,4.21,2.83,3.4,2.9,8.4,11.3,1.9,2.01,1.47,1.54,2.46,19.37,0.476,0.334,0.833
Rashard,Lewis,SEA,2004,71,38:01:00,7.49,16.21,2.44,6.08,3.1,3.99,1.55,3.92,5.46,1.32,1.06,0.87,1.73,2.23,20.52,0.462,0.4,0.777
Dwyane,Wade,MIA,2005,75,38:32:00,9.32,18.84,0.17,1.01,8.39,10.71,1.43,4.31,5.73,6.71,1.95,0.77,3.57,2.89,27.2,0.495,0.171,0.783
LeBron,James,CLE,2005,79,42:31:00,11.08,23.08,1.61,4.8,7.61,10.3,0.95,6.09,7.04,6.59,1.56,0.84,3.29,2.29,31.37,0.48,0.335,0.738
Allen,Iverson,PHI,2005,72,43:05:00,11.32,25.31,1,3.1,9.38,11.51,0.61,2.61,3.22,7.39,1.94,0.14,3.44,1.68,33.01,0.447,0.323,0.814
Shaquille,O'Neal,MIA,2005,59,30:28:00,8.14,13.56,0,0,3.75,7.98,2.92,6.25,9.17,1.92,0.39,1.76,2.85,3.9,20.02,0.6,0,0.469
Vince,Carter,NJN,2005,79,36:47:00,8.27,19.22,1.58,4.65,6.08,7.61,1.71,4.14,5.85,4.28,1.19,0.67,2.7,2.97,24.19,0.43,0.341,0.799
Ben,Wallace,DET,2005,82,35:16:00,2.89,5.67,0,0.05,1.5,3.61,3.67,7.59,11.26,1.93,1.78,2.21,1.07,2,7.28,0.51,0,0.416
Rasheed,Wallace,DET,2005,80,34:43:00,5.74,13.34,1.94,5.43,1.7,2.29,1.13,5.71,6.84,2.28,1.03,1.63,1.06,2.9,15.11,0.43,0.357,0.743
Chris,Bosh,TOR,2005,70,38:49:00,7.84,15.53,0,0.19,6.77,8.3,2.91,6.33,9.24,2.59,0.71,1.13,2.24,2.99,22.46,0.505,0,0.816
Chauncey,Billups,DET,2005,81,36:05:00,5.22,12.49,2.27,5.25,5.74,6.42,0.51,2.6,3.11,8.63,0.88,0.1,2.1,1.98,18.46,0.418,0.433,0.894
Paul,Pierce,BOS,2005,79,39:02:00,8.72,18.51,1.41,3.97,7.94,10.28,0.97,5.73,6.71,4.75,1.35,0.43,3.46,2.82,26.78,0.471,0.354,0.772
